Report_title,Reporter_name,Incident_date,Day,time,Place,City,District,street,loot,loot_description,is_camera,loot_methodology,estemated_loot_value,Accused,weapon_existens,Accuseds_number,Accused_description,skin_colour,Nationality,Age,known_vehicle,accused_body,Report_content
حادثة سرقة قصر,محمد العقيل,01/11/2021,Monday,6:42,قصر,الرياض, الملك فهد, الأمير بدر بن عبد العزيز,مبلغ مادي,المبلغ 66840,لا,غير معروف," $66,840.00 ",مجهول,لا,معروف,لا,بيضاء,سعودي,50+,نعم,,أنا محمد العقيل أرغب بالتبليغ عن حادثة سرقة قصر تمت السرقة في تاريخ 44501 الوقت 06:42 في حي الملك فهد شارع الأمير بدر بن عبد العزيز تمت سرقة مبلغ مادي بقيمة 66840 ريال سعودي
حادثة سرقة شقة,عبدالرحمن الرصيص,06/05/2021,Thursday,2:28,شقة,الرياض, العارض, التخصصي,ذهب,"النوع خاتم, العيار 22",لا,كسر الباب," $53,247.00 ",مشكوك فيه,لا,مجهول,نعم,بيضاء,بنقالي,27-32,لا,,أنا عبدالرحمن الرصيص أرغب بالتبليغ عن حادثة سرقة شقة تمت السرقة في تاريخ 44322 الوقت 02:28 في حي العارض شارع التخصصي تمت سرقة ذهب بقيمة 53247 ريال سعودي
حادثة سرقة قصر,هاجر الصفيان,12/08/2021,Thursday,11:59,قصر,الرياض, اليرموك, الدائري (الرياض),جهاز منزلي,"النوع كنب, اللون أزرق",نعم,وجود مفتاح ," $23,784.00 ",معروف,لا,معروف,نعم,بيضاء,مصري,27-32,لا,,أنا هاجر الصفيان أرغب بالتبليغ عن حادثة سرقة قصر تمت السرقة في تاريخ 44420 الوقت 11:59 في حي اليرموك شارع الدائري (الرياض) تمت سرقة جهاز منزلي بقيمة 23784 ريال سعودي
حادثة سرقة منزل,عبدالرحمن الجريش,25/08/2021,Wednesday,21:35,منزل,الرياض, حطين, أبي بكر الصديق (الرياض),جهاز منزلي,"النوع تلفاز, اللون كحلي",لا,تسلق الجدار," $45,789.00 ",معروف,لا,معروف,لا,سمراء,غير معروف,21-26,نعم,,أنا عبدالرحمن الجريش أرغب بالتبليغ عن حادثة سرقة منزل تمت السرقة في تاريخ 44433 الوقت 21:35 في حي حطين شارع أبي بكر الصديق (الرياض) تمت سرقة جهاز منزلي بقيمة 45789 ريال سعودي
حادثة سرقة منزل,نورة الجريش,11/05/2021,Tuesday,4:23,منزل,الرياض, المحمدية, العليا,سيارة,"النوع سيدان, اللون كحلي",لا,غير معروف," $66,660.00 ",مشكوك فيه,لا,مجهول,لا,حنطية,غير معروف,21-26,لا,,أنا نورة الجريش أرغب بالتبليغ عن حادثة سرقة منزل تمت السرقة في تاريخ 44327 الوقت 04:23 في حي المحمدية شارع العليا تمت سرقة سيارة بقيمة 66660 ريال سعودي
حادثة سرقة شقة,فاطمة العتيبي,07/11/2021,Sunday,12:31,شقة,الرياض, الحمراء, العليا,جهاز منزلي,"النوع كنب, اللون أزرق",لا,تسلق الجدار," $59,493.00 ",معروف,نعم,مجهول,نعم,بيضاء,هندي,33-50,نعم,,أنا فاطمة العتيبي أرغب بالتبليغ عن حادثة سرقة شقة تمت السرقة في تاريخ 44507 الوقت 12:31 في حي الحمراء شارع العليا تمت سرقة جهاز منزلي بقيمة 59493 ريال سعودي
حادثة سرقة قصر,تركي الجريش,23/02/2021,Tuesday,20:51,قصر,الرياض, بنبان, الأمير ماجد بن عبد العزيز,جهاز منزلي,"النوع تلفاز, اللون رصاصي",نعم,غير معروف," $48,641.00 ",مشكوك فيه,نعم,مجهول,نعم,بيضاء,مصري,21-26,لا,,أنا تركي الجريش أرغب بالتبليغ عن حادثة سرقة قصر تمت السرقة في تاريخ 44250 الوقت 20:51 في حي بنبان شارع الأمير ماجد بن عبد العزيز تمت سرقة جهاز منزلي بقيمة 48641 ريال سعودي
حادثة سرقة قصر,فاطمة المشيقح,23/04/2021,Friday,18:42,قصر,الرياض, الملك عبد العزيز, هشام بن عبد الملك,جهاز منزلي,"النوع كنب, اللون كحلي",لا,غير معروف," $43,741.00 ",مشكوك فيه,نعم,مجهول,لا,بيضاء,باكستاني,21-26,لا,,أنا فاطمة المشيقح أرغب بالتبليغ عن حادثة سرقة قصر تمت السرقة في تاريخ 44309 الوقت 18:42 في حي الملك عبد العزيز شارع هشام بن عبد الملك تمت سرقة جهاز منزلي بقيمة 43741 ريال سعودي
حادثة سرقة قصر,محمد الرصيص,17/09/2021,Friday,12:57,قصر,الرياض, النفل, التخصصي,سيارة,"النوع كوبيه, اللون رصاصي",نعم,تسلق الجدار," $61,355.00 ",مشكوك فيه,نعم,مجهول,نعم,سمراء,بنقالي,33-50,نعم,,أنا محمد الرصيص أرغب بالتبليغ عن حادثة سرقة قصر تمت السرقة في تاريخ 44456 الوقت 12:57 في حي النفل شارع التخصصي تمت سرقة سيارة بقيمة 61355 ريال سعودي
حادثة سرقة قصر,هند النفيسة,03/07/2021,Saturday,23:23,قصر,الرياض, النخيل, الملك فهد,جهاز منزلي,"النوع كنب, اللون أسود",لا,تسلق الجدار," $35,935.00 ",مجهول,نعم,معروف,نعم,حنطية,غير معروف,15-20,نعم,,أنا هند النفيسة أرغب بالتبليغ عن حادثة سرقة قصر تمت السرقة في تاريخ 44380 الوقت 23:23 في حي النخيل شارع الملك فهد تمت سرقة جهاز منزلي بقيمة 35935 ريال سعودي
حادثة سرقة قصر,عبدالرحمن الصفيان,29/05/2021,Saturday,13:31,قصر,الرياض, الملك عبد الله, الملك عبد الله,مبلغ مادي,المبلغ 90334,لا,تسلق الجدار," $90,334.00 ",مشكوك فيه,نعم,مجهول,لا,حنطية,باكستاني,21-26,نعم,,أنا عبدالرحمن الصفيان أرغب بالتبليغ عن حادثة سرقة قصر تمت السرقة في تاريخ 44345 الوقت 13:31 في حي الملك عبد الله شارع الملك عبد الله تمت سرقة مبلغ مادي بقيمة 90334 ريال سعودي
حادثة سرقة استراحة,منى  الجريش,26/12/2021,Sunday,9:57,استراحة,الرياض, المرسلات, خالد بن الوليد,مبلغ مادي,المبلغ 49845,نعم,تسلق الجدار," $49,845.00 ",معروف,نعم,معروف,نعم,بيضاء,مصري,33-50,نعم,,أنا منى  الجريش أرغب بالتبليغ عن حادثة سرقة استراحة تمت السرقة في تاريخ 44556 الوقت 09:57 في حي المرسلات شارع خالد بن الوليد تمت سرقة مبلغ مادي بقيمة 49845 ريال سعودي
حادثة سرقة قصر,لطيفة النفيسة,17/05/2021,Monday,9:56,قصر,الرياض, أشبيلية, الأمير محمد بن عبد العزيز (الرياض),جهاز منزلي,"النوع كنب, اللون أسود",لا,تسلق الجدار," $99,998.00 ",مشكوك فيه,نعم,مجهول,لا,بيضاء,مصري,15-20,لا,,أنا لطيفة النفيسة أرغب بالتبليغ عن حادثة سرقة قصر تمت السرقة في تاريخ 44333 الوقت 09:56 في حي أشبيلية شارع الأمير محمد بن عبد العزيز (الرياض) تمت سرقة جهاز منزلي بقيمة 99998 ريال سعودي
حادثة سرقة استراحة,عبدالرحمن المشيقح,21/01/2022,Friday,11:03,استراحة,الرياض, الصحافة, الأمير ماجد بن عبد العزيز,سيارة,"النوع كوبيه, اللون كحلي",نعم,وجود مفتاح ," $1,902.00 ",مشكوك فيه,لا,معروف,لا,سمراء,بنقالي,50+,لا,,أنا عبدالرحمن المشيقح أرغب بالتبليغ عن حادثة سرقة استراحة تمت السرقة في تاريخ 44582 الوقت 11:03 في حي الصحافة شارع الأمير ماجد بن عبد العزيز تمت سرقة سيارة بقيمة 1902 ريال سعودي
حادثة سرقة قصر,سعود العقيل,09/06/2021,Wednesday,21:18,قصر,الرياض, الرحمانية, الشيخ جابر الأحمد الصباح,مبلغ مادي,المبلغ 8901,لا,تسلق الجدار," $8,901.00 ",مجهول,لا,معروف,نعم,حنطية,غير معروف,33-50,لا,,أنا سعود العقيل أرغب بالتبليغ عن حادثة سرقة قصر تمت السرقة في تاريخ 44356 الوقت 21:18 في حي الرحمانية شارع الشيخ جابر الأحمد الصباح تمت سرقة مبلغ مادي بقيمة 8901 ريال سعودي
حادثة سرقة استراحة,سعود القطحاني,06/11/2021,Saturday,12:45,استراحة,الرياض, الورود, خريص,سيارة,"النوع هاتش باك, اللون أبيض",لا,غير معروف," $50,952.00 ",مشكوك فيه,لا,معروف,لا,بيضاء,غير معروف,50+,نعم,,أنا سعود القطحاني أرغب بالتبليغ عن حادثة سرقة استراحة تمت السرقة في تاريخ 44506 الوقت 12:45 في حي الورود شارع خريص تمت سرقة سيارة بقيمة 50952 ريال سعودي
حادثة سرقة منزل,هاجر الرصيص,14/12/2021,Tuesday,13:32,منزل,الرياض, اليرموك, الملك عبد العزيز,مبلغ مادي,المبلغ 99686,لا,وجود مفتاح ," $99,686.00 ",مشكوك فيه,لا,مجهول,لا,حنطية,صومالي ,21-26,نعم,,أنا هاجر الرصيص أرغب بالتبليغ عن حادثة سرقة منزل تمت السرقة في تاريخ 44544 الوقت 13:32 في حي اليرموك شارع الملك عبد العزيز تمت سرقة مبلغ مادي بقيمة 99686 ريال سعودي
حادثة سرقة منزل,نورة الصفيان,05/12/2021,Sunday,16:20,منزل,الرياض, العقيق, الحسن بن علي,سيارة,"النوع هاتش باك, اللون رصاصي",لا,غير معروف," $72,724.00 ",مجهول,لا,مجهول,لا,بيضاء,هندي,21-26,لا,,أنا نورة الصفيان أرغب بالتبليغ عن حادثة سرقة منزل تمت السرقة في تاريخ 44535 الوقت 16:20 في حي العقيق شارع الحسن بن علي تمت سرقة سيارة بقيمة 72724 ريال سعودي
حادثة سرقة استراحة,محمد القعود,24/05/2021,Monday,0:07,استراحة,الرياض, الملك فيصل, الأمير سعود بن محمد بن مقرن,سيارة,"النوع SUV , اللون أزرق",لا,غير معروف," $58,945.00 ",مشكوك فيه,نعم,مجهول,نعم,بيضاء,بنقالي,15-20,لا,,أنا محمد القعود أرغب بالتبليغ عن حادثة سرقة استراحة تمت السرقة في تاريخ 44340 الوقت 00:07 في حي الملك فيصل شارع الأمير سعود بن محمد بن مقرن تمت سرقة سيارة بقيمة 58945 ريال سعودي
حادثة سرقة استراحة,هاجر الكريديس,15/01/2022,Saturday,22:14,استراحة,الرياض, الملقا, العليا,مبلغ مادي,المبلغ 71799,نعم,غير معروف," $71,799.00 ",مجهول,لا,معروف,نعم,سمراء,مصري,27-32,نعم,,أنا هاجر الكريديس أرغب بالتبليغ عن حادثة سرقة استراحة تمت السرقة في تاريخ 44576 الوقت 22:14 في حي الملقا شارع العليا تمت سرقة مبلغ مادي بقيمة 71799 ريال سعودي
حادثة سرقة شقة,سعود العقيل,22/09/2021,Wednesday,18:25,شقة,الرياض, الوادي, الملك فهد,مبلغ مادي,المبلغ 87052,نعم,كسر الباب," $87,052.00 ",مجهول,لا,مجهول,نعم,حنطية,غير معروف,21-26,نعم,,أنا سعود العقيل أرغب بالتبليغ عن حادثة سرقة شقة تمت السرقة في تاريخ 44461 الوقت 18:25 في حي الوادي شارع الملك فهد تمت سرقة مبلغ مادي بقيمة 87052 ريال سعودي
